,Inside,Color,State,Shape,Material,Object,Finish,Metal Clip,Rubber Ring,Handle,Closure
600,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
601,Full,Opaque,Closed,Rectangular,Plastic,Bottle,Twist,False,False,False,Screw
602,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
603,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
604,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
605,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
606,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
607,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
608,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
609,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
610,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
611,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
612,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
613,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
614,Empty,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No
615,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
616,Full,Transparent,Open,Cylindrical,Glass,Jar,Swing-top,False,False,False,No
617,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
618,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
619,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
620,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
621,Full,Transparent,Open,Oval,Glass,Container,Snap,False,False,False,No
622,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
623,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No
624,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
625,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
626,Full,Translucent,Closed,Oval,Glass,Container,Snap,False,False,False,Snap
627,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
628,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
629,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
630,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
631,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
632,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
633,Full,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
634,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
635,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No
636,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
637,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
638,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
639,Full,Transparent,Open,Oval,Glass,Container,Snap,False,False,False,No
640,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
641,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
642,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
643,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
644,Full,Transparent,Open,Oval,Glass,Container,Snap,False,False,False,No
645,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
646,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
647,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
648,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
649,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
650,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
651,Full,Transparent,Closed,Cylindrical,Glass,Container,Snap,False,False,False,Snap
652,Full,Transparent,Closed,Oval,Glass,Container,Snap,False,False,False,Snap
653,Full,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
654,Full,Transparent,Closed,Oval,Glass,Container,Snap,False,False,False,No
655,Full,Translucent,Closed,Oval,Glass,Container,Snap,False,False,False,Snap
656,Full,Translucent,Open,Oval,Glass,Container,Snap,False,False,False,No
657,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
658,Full,Transparent,Open,Oval,Glass,Container,Snap,False,False,False,No
659,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,True,Push-pull
660,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
661,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
662,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
663,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
664,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
665,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,True,Push-pull
666,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
667,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
668,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
669,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
670,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
671,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
672,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
673,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
674,Full,Transparent,Closed,Oval,Glass,Container,Snap,False,False,False,Snap
675,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
676,Full,Transparent,Closed,Oval,Glass,Container,Snap,False,False,False,Snap
677,Full,Transparent,Closed,Oval,Glass,Container,Snap,False,False,False,Snap
678,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
679,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Snap,False,False,False,Snap
680,Full,Transparent,Closed,Cylindrical,Glass,Jar,Swing-top,False,False,False,Swing-top
681,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
682,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
683,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
684,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
685,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
686,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
687,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
688,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
689,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
690,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
691,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
692,Full,Transparent,Open,Oval,Glass,Container,Snap,False,False,False,No
693,Full,Transparent,Closed,Oval,Glass,Container,Snap,False,False,False,Snap
694,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
695,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
696,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
697,Full,Transparent,Closed,Oval,Glass,Container,Snap,False,False,False,Snap
698,Full,Transparent,Open,Oval,Glass,Container,Snap,False,False,False,No
699,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
700,Full,Transparent,Open,Oval,Glass,Container,Snap,False,False,False,No
701,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
702,Full,Transparent,Closed,Oval,Glass,Container,Snap,False,False,False,Snap
703,Full,Transparent,Open,Oval,Glass,Container,Snap,False,False,False,No
704,Full,Transparent,Open,Oval,Glass,Container,Snap,False,False,False,No
705,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
706,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
707,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
708,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
709,Full,Transparent,Open,Cylindrical,Glass,Jar,Snap,False,False,False,No
710,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
711,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
712,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
713,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
714,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
715,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
716,Full,Transparent,Closed,Oval,Glass,Container,Snap,False,False,False,Snap
717,Full,Transparent,Closed,Oval,Glass,Container,Snap,False,False,False,Snap
718,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
719,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
720,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
721,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
722,Full,Transparent,Closed,Cylindrical,Glass,Jar,Snap,False,False,False,Snap
723,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,True,False,False,Swing-top
724,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,True,Screw
725,Full,Transparent,Open,Cylindrical,Glass,Bottle,Snap,True,False,False,Swing-top
726,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
727,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
728,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Spray
729,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
730,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
731,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
732,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Snap,False,False,False,Crown
733,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
734,Full,Transparent,Closed,Cylindrical,Plastic,Container,Snap,False,False,False,Snap
735,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
736,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
737,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No
738,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
739,Empty,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
740,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
741,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
742,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
743,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
744,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
745,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
746,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
747,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
748,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
749,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
750,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
751,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
752,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
753,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
754,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
755,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
756,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
757,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
758,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
759,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No
760,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
761,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
762,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
763,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
764,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
765,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
766,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
767,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
768,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
769,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
770,Full,Transparent,Open,Cylindrical,Glass,Jar,Swing-top,False,False,False,No
771,Full,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
772,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
773,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
774,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
775,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
776,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
777,Full,Translucent,Open,Cylindrical,Plastic,Bottle,Snap,False,False,False,No
778,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
779,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
780,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
781,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
782,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No
783,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
784,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Snap,False,False,False,Snap
785,Full,Transparent,Open,Cylindrical,Plastic,Bottle,Snap,False,False,False,No
786,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
787,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
788,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
789,Full,Transparent,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
790,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
791,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
792,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
793,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
794,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
795,Full,Transparent,Closed,Rectangular,Plastic,Bottle,Twist,False,False,False,Screw
796,Full,Transparent,Closed,Cylindrical,Plastic,Container,Snap,False,False,False,Snap
797,Full,Transparent,Open,Cylindrical,Plastic,Jar,Twist,False,False,False,No
798,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
799,Full,Transparent,Closed,Cylindrical,Glass,Container,Twist,False,False,False,Screw
800,Full,Transparent,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
801,Full,Transparent,Closed,Cylindrical,Plastic,Container,Twist,False,False,False,Screw
802,Full,Transparent,Closed,Cylindrical,Plastic,Container,Snap,False,False,False,Snap
803,Full,Translucent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
804,Full,Translucent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
805,Full,Transparent,Closed,Cylindrical,Glass,Container,Twist,False,False,False,Screw
806,Full,Transparent,Closed,Rectangular,Glass,Bottle,Twist,False,False,False,Screw
807,Full,Transparent,Closed,Cylindrical,Plastic,Container,Twist,False,False,False,Screw
808,Full,Transparent,Open,Cylindrical,Plastic,Container,Twist,False,False,False,No
809,Full,Transparent,Closed,Cylindrical,Glass,Container,Twist,False,False,False,Screw
810,Full,Transparent,Closed,Cylindrical,Glass,Container,Twist,False,False,False,Screw
811,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
812,Empty,Transparent,Open,Cylindrical,Plastic,Container,Twist,False,False,False,No
813,Full,Transparent,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
814,Full,Transparent,Closed,Rectangular,Glass,Bottle,Twist,False,False,False,Screw
815,Full,Translucent,Closed,Cylindrical,Plastic,Container,Twist,False,False,False,Screw
816,Full,Translucent,Closed,Cylindrical,Plastic,Container,Twist,False,False,False,Screw
817,Full,Transparent,Open,Cylindrical,Plastic,Jar,Twist,False,False,False,No
818,Full,Transparent,Open,Cylindrical,Plastic,Container,Twist,False,False,False,No
819,Full,Transparent,Open,Cylindrical,Plastic,Container,Twist,False,False,False,No
820,Full,Transparent,Closed,Cylindrical,Glass,Container,Twist,False,False,False,Screw
821,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Snap,False,False,False,Snap
822,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
823,Full,Opaque,Closed,Cylindrical,Glass,Container,Twist,False,False,False,Screw
824,Full,Transparent,Closed,Cylindrical,Glass,Container,Twist,False,False,False,Screw
825,Full,Transparent,Closed,Cylindrical,Plastic,Container,Twist,False,False,False,Screw
826,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
827,Full,Transparent,Open,Cylindrical,Plastic,Container,Twist,False,False,False,No
828,Full,Transparent,Closed,Cylindrical,Plastic,Container,Twist,False,False,False,Screw
829,Full,Transparent,Open,Cylindrical,Plastic,Container,Twist,False,False,False,No
830,Full,Transparent,Open,Cylindrical,Plastic,Container,Twist,False,False,False,No
831,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
832,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
833,Full,Translucent,Closed,Cylindrical,Plastic,Container,Twist,False,False,False,Screw
834,Full,Transparent,Closed,Cylindrical,Plastic,Container,Snap,False,False,False,Snap
835,Full,Transparent,Closed,Cylindrical,Glass,Container,Twist,False,False,False,Screw
836,Full,Transparent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,No
837,Full,Transparent,Closed,Cylindrical,Plastic,Container,Twist,False,False,False,Screw
838,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
839,Full,Transparent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
840,Full,Transparent,Open,Cylindrical,Plastic,Jar,Twist,False,False,False,No
841,Full,Transparent,Closed,Rectangular,Glass,Bottle,Twist,False,False,False,Screw
842,Full,Transparent,Open,Cylindrical,Plastic,Container,Twist,False,False,False,No
843,Full,Transparent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
844,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
845,Full,Transparent,Open,Cylindrical,Plastic,Jar,Twist,False,False,False,No
846,Full,Transparent,Closed,Rectangular,Glass,Bottle,Twist,False,False,False,Screw
847,Full,Translucent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
848,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
849,Full,Transparent,Closed,Cylindrical,Plastic,Container,Twist,False,False,False,Screw
850,Full,Transparent,Closed,Cylindrical,Plastic,Container,Twist,False,False,False,Screw
851,Full,Transparent,Closed,Cylindrical,Plastic,Container,Twist,False,False,False,Screw
852,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
853,Full,Transparent,Closed,Cylindrical,Plastic,Container,Twist,False,False,False,Screw
854,Full,Transparent,Closed,Cylindrical,Plastic,Container,Twist,False,False,False,Screw
855,Empty,Translucent,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
856,Full,Transparent,Closed,Cylindrical,Plastic,Container,Twist,False,False,False,Screw
857,Full,Transparent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
858,Full,Transparent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
859,Full,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
860,Full,Transparent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
861,Full,Transparent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
862,Full,Transparent,Closed,Cylindrical,Glass,Container,Twist,False,False,False,Screw
863,Full,Transparent,Closed,Cylindrical,Glass,Container,Twist,False,False,False,Screw
864,Full,Transparent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
865,Full,Transparent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
866,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
867,Full,Transparent,Closed,Cylindrical,Plastic,Container,Twist,False,False,False,Screw
868,Full,Transparent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
869,Full,Transparent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
870,Full,Transparent,Closed,Cylindrical,Plastic,Container,Twist,False,False,False,Screw
871,Full,Transparent,Closed,Cylindrical,Plastic,Container,Twist,False,False,False,Screw
872,Full,Transparent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
873,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
874,Full,Transparent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
875,Full,Transparent,Closed,Cylindrical,Glass,Jar,Snap,False,False,False,Cork
876,Full,Transparent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
877,Full,Transparent,Closed,Cylindrical,Glass,Container,Twist,False,False,False,Screw
878,Full,Transparent,Closed,Cylindrical,Glass,Container,Snap,False,False,False,Snap
879,Full,Translucent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
880,Full,Transparent,Closed,Cylindrical,Plastic,Jar,Snap,False,False,False,Snap
881,Full,Transparent,Closed,Cylindrical,Glass,Container,Twist,False,False,False,Screw
882,Full,Transparent,Closed,Cylindrical,Glass,Container,Twist,False,False,False,Screw
883,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
884,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Snap,False,False,False,Cork
885,Full,Transparent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
886,Full,Translucent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
887,Full,Translucent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
888,Full,Transparent,Closed,Cylindrical,Glass,Container,Twist,False,False,False,Screw
889,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
890,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
891,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
892,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
893,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
894,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
895,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
896,Full,Opaque,Closed,Cylindrical,Plastic,Bottle,Complex,False,False,False,Flip-top
897,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
898,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Complex,False,False,False,Flip-top
899,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
900,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
901,Empty,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
902,Full,Opaque,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
903,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
904,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
905,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
906,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
907,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
908,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Flip-top
909,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
910,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
911,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
912,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
913,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
914,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
915,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
916,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
917,Empty,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
918,Empty,Translucent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
919,Empty,Translucent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
920,Full,Opaque,Closed,Cylindrical,Metal,Bottle,Twist,True,False,False,Screw
921,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
922,Empty,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
923,Full,Translucent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
924,Full,Translucent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
925,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
926,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
927,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
928,Empty,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
929,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
