Index,Inside,Color,State,Shape,Material,Object,Finish,Metal Clip,Rubber Ring,Handle,Closure,Affordance:Empty,Affordance:Fill,Affordance:Close,Affordance:Open,Affordance:Unscrew,Affordance:Lift,Affordance:Swing,Affordance:PullRubber,Affordance:RemoveClip,Affordance:GrabHandle,Affordance:FlipOff,Affordance:FlipLid,Affordance:Squeeze,Affordance:PressDown,Affordance:PullUp,Affordance:Corkscrew,Affordance:RemoveSeal
571,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
572,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,Snap,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
573,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,Snap,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
574,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,Snap,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
575,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
576,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
577,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
578,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
579,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
580,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
581,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
582,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
583,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
584,Full,Transparent,Open,Oval,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
585,Full,Transparent,Open,Oval,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
586,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
587,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
588,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
589,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
590,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
591,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
592,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
593,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
594,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
595,Full,Translucent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
596,Full,Translucent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
597,Full,Translucent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
598,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
599,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
600,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
601,Full,Opaque,Closed,Rectangular,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
602,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
603,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
604,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
605,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
606,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
607,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
608,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
609,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
610,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
611,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
612,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
613,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
614,Empty,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
615,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
616,Full,Transparent,Open,Cylindrical,Glass,Jar,Swing-top,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
617,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
618,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
619,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
620,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
621,Full,Transparent,Open,Oval,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
622,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
623,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
624,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
625,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
626,Full,Translucent,Closed,Oval,Glass,Container,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
627,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
628,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
629,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
630,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
631,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
632,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
633,Full,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
634,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
635,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
636,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
637,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
638,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
639,Full,Transparent,Open,Oval,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
640,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
641,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
642,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
643,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
644,Full,Transparent,Open,Oval,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
645,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
646,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
647,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
648,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
649,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
650,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
651,Full,Transparent,Closed,Cylindrical,Glass,Container,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
652,Full,Transparent,Closed,Oval,Glass,Container,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
653,Full,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
654,Full,Transparent,Closed,Oval,Glass,Container,Snap,False,False,False,No,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
655,Full,Translucent,Closed,Oval,Glass,Container,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
656,Full,Translucent,Open,Oval,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
657,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
658,Full,Transparent,Open,Oval,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
659,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,True,Push-pull,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False
660,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
661,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
662,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
663,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
664,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
665,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,True,Push-pull,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False
666,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
667,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
668,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
669,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
670,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
671,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
672,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
673,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
674,Full,Transparent,Closed,Oval,Glass,Container,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
675,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
676,Full,Transparent,Closed,Oval,Glass,Container,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
677,Full,Transparent,Closed,Oval,Glass,Container,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
678,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
679,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
680,Full,Transparent,Closed,Cylindrical,Glass,Jar,Swing-top,False,False,False,Swing-top,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
681,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
682,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
683,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
684,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
685,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
686,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
687,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
688,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
689,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
690,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
691,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
692,Full,Transparent,Open,Oval,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
693,Full,Transparent,Closed,Oval,Glass,Container,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
694,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
695,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
696,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
697,Full,Transparent,Closed,Oval,Glass,Container,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
698,Full,Transparent,Open,Oval,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
699,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
700,Full,Transparent,Open,Oval,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
701,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
702,Full,Transparent,Closed,Oval,Glass,Container,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
703,Full,Transparent,Open,Oval,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
704,Full,Transparent,Open,Oval,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
705,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
706,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
707,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
708,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
709,Full,Transparent,Open,Cylindrical,Glass,Jar,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
710,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
711,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
712,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
713,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
714,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
715,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
716,Full,Transparent,Closed,Oval,Glass,Container,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
717,Full,Transparent,Closed,Oval,Glass,Container,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
718,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
719,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
720,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
721,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
722,Full,Transparent,Closed,Cylindrical,Glass,Jar,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
723,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,True,False,False,Swing-top,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
724,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,True,Screw,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
725,Full,Transparent,Open,Cylindrical,Glass,Bottle,Snap,True,False,False,Swing-top,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
726,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
727,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
728,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Spray,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
729,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
730,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
731,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
732,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Snap,False,False,False,Crown,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
733,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
734,Full,Transparent,Closed,Cylindrical,Plastic,Container,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
735,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
736,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
737,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
738,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
739,Empty,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
740,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
741,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
742,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
743,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
744,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
745,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
746,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
747,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
748,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
749,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
750,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
751,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
752,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
